Location,Observation_Status,year,peak_bloom_date,bloom_day_of_year,lat,long,Average temperature (℃)
Yamagata,Observed,2014,2014-04-14,104.0,38.2555555555556,140.346111111111,9.1
Yamagata,Observed,2015,2015-04-10,100.0,38.2555555555556,140.346111111111,8.3
Yamagata,Observed,2016,2016-04-06,97.0,38.2555555555556,140.346111111111,10.8
Yamagata,Observed,2017,2017-04-14,104.0,38.2555555555556,140.346111111111,11.8
Yamagata,Observed,2018,2018-04-04,94.0,38.2555555555556,140.346111111111,10.0
Yamagata,Observed,2019,2019-04-12,102.0,38.2555555555556,140.346111111111,6.2
Yamagata,Observed,2020,2020-04-03,94.0,38.2555555555556,140.346111111111,10.6
Yamagata,Observed,2021,2021-04-02,92.0,38.2555555555556,140.346111111111,10.7
Yamagata,Observed,2022,2022-04-11,101.0,38.2555555555556,140.346111111111,16.6
Yamagata,Observed,2023,2023-03-31,90.0,38.2555555555556,140.346111111111,11.8
Yamagata,Observed,2024,2024-04-07,98.0,38.2555555555556,140.346111111111,16.1
Yokohama,Observed,1991,1991-03-29,88.0,35.4397222222222,139.6525,9.8
Yokohama,Observed,1992,1992-03-23,83.0,35.4397222222222,139.6525,3.7
Yokohama,Observed,1993,1993-03-24,83.0,35.4397222222222,139.6525,10.9
Yokohama,Observed,1994,1994-04-01,91.0,35.4397222222222,139.6525,13.8
Yokohama,Observed,1995,1995-03-31,90.0,35.4397222222222,139.6525,14.0
Yokohama,Observed,1996,1996-03-29,89.0,35.4397222222222,139.6525,10.3
Yokohama,Observed,1997,1997-03-25,84.0,35.4397222222222,139.6525,9.6
Yokohama,Observed,1998,1998-03-28,87.0,35.4397222222222,139.6525,14.7
Yokohama,Observed,1999,1999-03-24,83.0,35.4397222222222,139.6525,11.5
Yokohama,Observed,2000,2000-03-29,89.0,35.4397222222222,139.6525,15.0
Yokohama,Observed,2001,2001-03-22,81.0,35.4397222222222,139.6525,13.9
Yokohama,Observed,2002,2002-03-15,74.0,35.4397222222222,139.6525,16.9
Yokohama,Observed,2003,2003-03-27,86.0,35.4397222222222,139.6525,14.6
Yokohama,Observed,2004,2004-03-18,78.0,35.4397222222222,139.6525,12.4
Yokohama,Observed,2005,2005-04-02,92.0,35.4397222222222,139.6525,10.8
Yokohama,Observed,2006,2006-03-21,80.0,35.4397222222222,139.6525,11.2
Yokohama,Observed,2007,2007-03-23,82.0,35.4397222222222,139.6525,11.8
Yokohama,Observed,2008,2008-03-23,83.0,35.4397222222222,139.6525,12.1
Yokohama,Observed,2009,2009-03-22,81.0,35.4397222222222,139.6525,15.1
Yokohama,Observed,2010,2010-03-22,81.0,35.4397222222222,139.6525,9.5
Yokohama,Observed,2011,2011-03-30,89.0,35.4397222222222,139.6525,11.8
Yokohama,Observed,2012,2012-04-02,93.0,35.4397222222222,139.6525,10.2
Yokohama,Observed,2013,2013-03-18,77.0,35.4397222222222,139.6525,18.0
Yokohama,Observed,2014,2014-03-25,84.0,35.4397222222222,139.6525,16.2
Yokohama,Observed,2015,2015-03-23,82.0,35.4397222222222,139.6525,11.3
Yokohama,Observed,2016,2016-03-23,83.0,35.4397222222222,139.6525,12.1
Yokohama,Observed,2017,2017-03-25,84.0,35.4397222222222,139.6525,8.3
Yokohama,Observed,2018,2018-03-19,78.0,35.4397222222222,139.6525,14.4
Yokohama,Observed,2019,2019-03-21,80.0,35.4397222222222,139.6525,17.3
Yokohama,Observed,2020,2020-03-18,78.0,35.4397222222222,139.6525,12.6
Yokohama,Observed,2021,2021-03-17,76.0,35.4397222222222,139.6525,14.1
Yokohama,Observed,2022,2022-03-21,80.0,35.4397222222222,139.6525,9.9
Yokohama,Observed,2023,2023-03-15,74.0,35.4397222222222,139.6525,12.8
Yokohama,Observed,2024,2024-04-01,92.0,35.4397222222222,139.6525,14.4
